"","locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure"
"620","UTR369423","GRIFOLS PLASMA OPERATIONS","NON-POTW",-113.085216,37.657033
"621","UTR000774","GSC FOUNDRIES INC","NON-POTW",-112.01823,41.21591
"622","UTG070915","GSL MARINA DREDGING","NON-POTW",-112.172126,40.757043
"623","UTR001047","GURNEY TRUCKING","NON-POTW",-113.53245,37.1279
"624","UTR367263","H & S LEGACY PROPERTY","NON-POTW",-111.898611,40.920278
"625","UTR000083","HADLEY AUTO TRANSPORT","NON-POTW",-111.86703,40.67846
"626","UTR339965","HALCHITA TO MEXICAN HAT NAVAJO NATION","NON-POTW",-109.30109,37.259367
"627","UTR000186","HALES SAND & GRAVEL INC","NON-POTW",-111.86765,39.005702
"628","UTR372865","HALL TREE SUBDIVISION PHASE 16","NON-POTW",-112.050265,41.241493
"629","UTR000886","HALLIBURTON","NON-POTW",-109.505585,40.426642
"630","UTR000547","HALLIBURTON ENERGY SERVICES INC ROOSEVELT FACILITY","NON-POTW",-109.99192,40.3154
"631","UTR000227","HALLS CROSSING MARINA","NON-POTW",-110.717068,37.467729
"632","UTR258509","HALVERSEN COMPANY","NON-POTW",-111.89797,40.74349
"633","UTR109233","HARMONS DRAPER 2","NON-POTW",-111.88768,40.50069
"634","UTR260135","HARMSTON BENCH","NON-POTW",-110.032667,40.333713
"635","UTG790027","HARPER CONTRACTING","NON-POTW",-112.081263,40.652841
"636","UTR000977","HARRIS REBAR","NON-POTW",-111.91114,40.73497
"637","UTR090060","HARRISVILLE CITY CORPORATION","NON-POTW",-111.98524,41.2816
"638","UTR000909","HARRISVILLE PUBLIC WORKS FACILITY","NON-POTW",-111.96919,41.28305
"639","UTR357859","HARVEST MEADOWS SUBDIVISION","NON-POTW",-111.62787,40.172207
"640","UTR000800","HAULMARK INDUSTRIES","NON-POTW",-111.681975,40.255887
"641","UTR272005","HEBER BIN","NON-POTW",-111.400278,40.479167
"642","UTR374415","HEBER CITY 600 SOUTH MAIN (US 40) TO 500 EAST","NON-POTW",-111.412806,40.515806
"643","UTR267607","HEBER PIT","NON-POTW",-111.459041,40.463493
"644","UTR001042","HEBER-BINGGELI FACILITY","NON-POTW",-111.455185,40.4644
"645","UTG170017","HELO WOOD HELICOPTERS","NON-POTW",-112.200532,41.714989
"646","UTR000343","HELPER YARD","NON-POTW",-110.854799,39.684046
"647","UT0020192","HENEFER","POTW",-111.506869,41.030224
"648","UTR000848","HENKEL CORPORATION","NON-POTW",-111.97521,40.72803
"649","UTR272051","HERMANSEN'S MILL, LLC","NON-POTW",-111.81836,39.15082
"650","UTR378873","HERRIMAN CITY HALL PHASE 2","NON-POTW",-112.042735,40.513768
"651","UTR378567","HERRIMAN MAIN ST. CONNECTOR SEG 1","NON-POTW",-112.071483,40.484745
"652","UTR368979","HERRIMAN TOWN CENTER","NON-POTW",-112.02153,40.51197
"653","UT0025305","HEXCEL CORPORATION","NON-POTW",-112.054074,40.653604
"654","UTR000644","HI GRADE MEATS","NON-POTW",-111.89398,40.72418
"655","UTR271353","HI VALLEY CHEMICAL","NON-POTW",-111.89503,40.92704
"656","UT0023094","HIAWATHA COAL COMPANY","NON-POTW",-111.013253,39.441628
"657","UTR375195","HIDDEN CANYON","NON-POTW",-111.8163,40.44634
"658","UTR090016","HIGHLAND CITY CORPORATION","NON-POTW",-111.78851,40.42854
"659","UTR371703","HIGHLAND COURT","NON-POTW",-111.83496,40.64955
"660","UTR275627","HIGHLAND PIT AND CONCRETE BATCH PLANT","NON-POTW",-111.770503,40.43559
"661","UTR090028","HILL AIR FORCE BASE","NON-POTW",-111.990643,41.128547
"662","UTR000772","HILLS BROTHERS CHEMICAL CO","NON-POTW",-112.296553,40.56084
"663","UTG589404","HILLTOP SEWAGE LAGOONS","POTW",-109.900674,40.28507
"664","UTR381113","HINCKLEY PARK PHASE 3 SUBDIVISION","NON-POTW",-112.440833,40.590278
"665","UTR374017","HINCKLEY PARK SUBDIVISION PHASE 1","NON-POTW",-112.4725,40.5875
"666","UTG640004","HITE WATER TREATMENT PLANT","NON-POTW",-110.389131,37.874382
"667","UTR000791","HK SYSTEMS SALT LAKE MANUFACTURING FACILITY","NON-POTW",-112.01548,40.76332
"668","UTR376075","HL SWIM CLUB, LLC DBA GOLDFISH SWIM SCHOOL","NON-POTW",-111.930383,40.56223
"669","UTR000792","HOGAN & ASSOCIATES","NON-POTW",-111.896883,40.928556
"670","UTR265121","HOGAN & ASSOCIATES","NON-POTW",-111.896883,40.928556
"671","UTR000664","HOLCIM (US) INC.","NON-POTW",-111.5317,41.0633
"672","UTR000466","HOLCIM (US) INC.","NON-POTW",-111.5317,41.0633
"673","UTR273675","HOLCIM (US) INC.","NON-POTW",-111.5317,41.0633
"674","UTR000991","HOLDAWAY","NON-POTW",-112.255289,41.744427
"675","UT0025429","HOLLIDAY WATER COMPANY","NON-POTW",-111.810526,40.67085
"676","UTR265153","HOLLY FRONTIER","NON-POTW",-110.07315,40.25857
"677","UTR000514","HOLLY FRONTIER WOODS CROSS REFINING LLC","NON-POTW",-111.904759,40.886022
"678","UTG070092","HOLLY FRONTIER WOODS CROSS REFINING LLC","NON-POTW",-111.904759,40.886022
"679","UTR000456","HOLT OIL PRODUCTS CMPANY","NON-POTW",-112.085385,38.75722
"680","UTR266995","HONEYVILLE PIT","NON-POTW",-112.0848,41.6643
"681","UTR268135","HONEYWELL ELECTRONIC MATERIALS","NON-POTW",-112.00116,40.72557
"682","UTR090046","HOOPER CITY CORPORATION","NON-POTW",-112.11424,41.17886
"683","UTR000746","HUNTER DOUGLAS FABRICATION COMPANY","NON-POTW",-112.01262,41.20515
"684","UTG070878","HUNTER PARK METER STATION EXPANSION","NON-POTW",-112.03108,40.69654
"685","UTR000446","HUNTER POWER PLANT","NON-POTW",-111.029389,39.173145
"686","UTG040009","HUNTER PREP PLANT, LLC-HUNTER PREP PLANT","NON-POTW",-111.039057,39.168304
"687","UTR357626","HUNTER RESIDENCE","NON-POTW",-111.53481,40.76224
"688","UTR281661","HUNTINGTON ASPHALT PLANT","NON-POTW",-110.983815,39.351658
"689","UTR269007","HUNTINGTON EQUIPMENT YARD","NON-POTW",-110.983815,39.351658
"690","UTR266299","HUNTINGTON POWER PLANT","NON-POTW",-111.0791,39.3789
"691","UTR281631","HUNTINGTON SHOP","NON-POTW",-110.983815,39.351658
"692","UTG640040","HUNTINGTON WATER TRTMT PLANT","NON-POTW",-111.030216,39.356809
"693","UTR000198","HUNTSMAN POLYMERS CORPORATION","NON-POTW",-112.021646,41.098053
"694","UTR385875","HURRICANE 300 N 200 W TO STATE STREET","NON-POTW",-113.399954,37.144878
"695","UTR349912","HURRICANE HIGH SCHOOL","NON-POTW",-113.29445,37.17503
"696","UTR369015","HURRICANE MIDDLE SCHOOL ADDITION AND REMODEL ","NON-POTW",-113.29185,37.18259
"697","UTR379241","HURRICANE VALLEY WATER SYSTEMS IMPROVEMENTS","NON-POTW",-113.3045,37.17571
"698","UTR369185","HYATT PLACE PARK CITY","NON-POTW",-111.54424,40.69511
"699","UTR270819","HYCLONE LABORATORIES, INC.","NON-POTW",-111.85699,41.70008
"700","UTR000905","HYDE PARK CITY","NON-POTW",-111.83749,41.79933
"701","UTR090035","HYDE PARK CITY CORP","NON-POTW",-111.819111,41.798806
"702","UTL023205","HYRUM CITY CORP","NON-POTW",-111.85656,41.63408
"703","UTR090034","HYRUM CITY CORPORATION","NON-POTW",-111.85676,41.63409
"704","UT0023205","HYRUM CITY WWTP","POTW",-111.85656,41.63408
"705","UTR010512","HYRUM HOT PLANT","NON-POTW",-111.83272,41.64188
"706","UTR366825","I-15 NORTH BEAVER TO MANDERFIELD","NON-POTW",-112.641765,38.278247
"707","UTR360541","I-15 NORTH HOLDEN TO SCIPIO","NON-POTW",-112.246407,39.125108
"708","UTR340123","I-15, ANDERSON JUNCTION TO BLACK RIDGE","NON-POTW",-113.204871,37.947145
"709","UTR359995","I-15, HAMILTON FORT TO CEDAR CITY","NON-POTW",-113.111821,37.630428
"710","UTR100729","I-80 SILVERCREEK JUNCTION","NON-POTW",-111.498365,40.731342
"711","UTR362607","I-84 ECHO FRONTAGE ROAD BRIDGE REPLACEMENT","NON-POTW",-111.443282,40.973111
"712","UTR265611","ICU MEDICAL INC","NON-POTW",-111.92323,40.67402
"713","UTR000775","IM FLASH TECHNOLOGIES, LLC","NON-POTW",-111.823859,40.429165
"714","UTR001037","INDUSTRIAL RUBBER PRODUCTS UTAH INC","NON-POTW",-112.02264,40.58023
"715","UTR000743","INFILTRATOR SYSTEMS INC.","NON-POTW",-112.02216,41.22144
"716","UTR000449","INLAND REFINING, INC.","NON-POTW",-111.91187,40.86631
"717","UTR276327","INSURANCE AUTO AUCTIONS, INC.","NON-POTW",-112.00645,41.23366
"718","UTR000724","INTEGRATED PRODUCTION SERVICES","NON-POTW",-109.505414,40.484127
"719","UT0024015","INTERMOUNTAIN CONCRETE","NON-POTW",-109.51669,40.45586
"720","UTR000291","INTERMOUNTAIN FARMERS ASSOC","NON-POTW",-111.86096,40.52529
"721","UTR000623","INTERMOUNTAIN FARMERS ASSOCIATION","NON-POTW",-111.900089,41.975482
"722","UTR378047","INTERMOUNTAIN HEALTHCARE TRANSFORMATION CENTER","NON-POTW",-111.88832,40.662778
"723","UTR382227","INTERMOUNTAIN LEHI CLINIC","NON-POTW",-111.86885,40.42848
"724","UTR000710","INTERMOUNTAIN PRECISION CAST.","NON-POTW",-111.744095,40.344118
"725","UTR000115","INTERMOUNTAIN RAILCAR","NON-POTW",-111.63954,40.17193
"726","UTR361693","INTERMOUNTAIN RIVER ROAD EXPANSION","NON-POTW",-113.55657,37.09858
"727","UTR000833","INTERNATIONAL PAPER","NON-POTW",-111.95666,40.73776
"728","UTR001069","INTERSTATE BRICK","NON-POTW",-112.01465,40.57323
"729","UTR262971","INTERSTATE GRATINGS","NON-POTW",-111.75596,40.33342
"730","UTR000111","INTREPID POTASH-MOAB","NON-POTW",-109.663173,38.524983
"731","UTR262329","INTREPID POTASH-WENDOVER LLC","NON-POTW",-113.977778,40.737778
"732","UTR268797","IRH WEST","NON-POTW",-111.995572,40.751116
"733","UTG170047","IRON COUNTY","NON-POTW",-113.078699,37.698748
"734","UTR263153","ITT EXELIS","NON-POTW",-112.03351,40.77879
"735","UTR000789","ITT PRO SERVICES","NON-POTW",-111.923632,40.843976
"736","UTR090049","IVINS CITY CORPORATION","NON-POTW",-113.679582,37.169256
"737","UTR106379","IVORY CROSSING 5","NON-POTW",-111.96733,40.55339
"738","UTR104007","IVORY HOMES VALLE DE VILLA PH1","NON-POTW",-111.868007,40.532529
"739","UTR104667","IVORY HOMES VALLE DE VILLA PII","NON-POTW",-111.868007,40.532529
"740","UTR276997","JACAM CHEMICALS 2013, LLC ROOSEVELT WAREHOUSE","NON-POTW",-110.04514,40.26406
"741","UTR000334","JACK B KELLEY INC","NON-POTW",-112.57711,39.34563
"742","UTR000333","JACK B KELLY INC","NON-POTW",-111.89076,40.910215
"743","UTR000039","JACK B. PARSON COMPANY","NON-POTW",-112.026357,41.242
"744","UTR010239","JACKETTA SWEEPING SERVICE","NON-POTW",-111.96922,40.71292
"745","UTG790069","JACKSONS STORE SALINA","NON-POTW",-111.87142,38.9565
"746","UTR000401","JAMES H CLARK & SON INC","NON-POTW",-111.90546,40.68247
"747","UTR376636","JARDINE HOME","NON-POTW",-111.80449,40.42751
"748","UTR000349","JBP OGDEN","NON-POTW",-112.02562,41.22515
"749","UTR000041","JBP SMITHFIELD","NON-POTW",-111.824668,41.843818
"750","UTR000040","JBP TREMONTON PLANT","NON-POTW",-112.1589,41.69742
"751","UTR314657","JESSIE BROOK B, C AND D","NON-POTW",-111.632724,40.144687
"752","UTR357061","JESSIE BROOK PLAT A","NON-POTW",-111.628518,40.153885
"753","UTR344662","JESSIE'S BROOK MILLHAVEN HOMES PROJECTS","NON-POTW",-111.62483,40.14683
"754","UTR337761","JESSIE'S BROOK PLAC B C & D","NON-POTW",-111.626133,40.146822
"755","UTR318108","JESSIE'S BROOK PLAT A","NON-POTW",-111.63197,40.1486
"756","UTR350111","JESSIE'S BROOK PLAT B, C, D","NON-POTW",-111.626133,40.146822
"757","UTR000100","JETWAY SYS. DIV. PNEUMO ABEX CORP.","NON-POTW",-112.02329,41.21966
"758","UTR269563","JOHN HUSTON PIT","NON-POTW",-111.690636,40.115652
"759","UTR000687","JOHN KUHNI & SONS","NON-POTW",-111.979953,39.487547
"760","UTR000753","JOHN'S VALLEY LANDFILL","NON-POTW",-112.392984,37.872756
"761","UTG071041","JOHNCOCK DEWATERING","NON-POTW",-111.82986,40.71995
"762","UTL025852","JORDAN BASIN WATER RECLAMATION FACILITY","NON-POTW",-111.919444,40.503889
"763","UT0025852","JORDAN BASIN WATER RECLAMATION FACILITY","POTW",-111.919444,40.503889
"764","UTR314957","JORDAN RIVER PHASE 5 SEWER PROJECT","NON-POTW",-111.931735,40.486477
"765","UTG640026","JORDAN VALLEY WATER CONSERVAT","NON-POTW",-111.96734,40.47334
"766","UTG070574","JORDAN VALLEY WTP FINISHED WATER RESERVOIR","NON-POTW",-111.96734,40.47334
"767","UT0025747","JORDANELLE SPECIAL SERVICE DISTRICT WRF","NON-POTW",-111.424444,40.573333
"768","UT0022403","JORDANELLE SSD","NON-POTW",-111.415466,40.599952
"769","UTR379009","JOVID HOTEL","NON-POTW",-111.38337,40.493486
"770","UTR000036","JOY MINING MACHINERY","NON-POTW",-110.704712,39.534355
"771","UTG170031","JUAB COUNTY MOSQUITO ABATEMENT DISTRICT","NON-POTW",-111.84292,39.70863
"772","UTG170091","JUAB COUNTY WEED DEPARTMENT","NON-POTW",-111.841696,39.708528
"773","UTR340014","JUNCTION TO MARYSVILLE","NON-POTW",-112.23195,38.447561
"774","UT0020966","KAMAS - CITY OF","POTW",-111.285775,40.65161
"775","UTR000874","KANAB","NON-POTW",-112.526667,37.0225
"776","UTR000695","KANAB LANDFILL","NON-POTW",-112.500758,37.005542
"777","UTR000191","KANAB MUNICIPAL AIRPORT","NON-POTW",-112.531037,37.012764
"778","UTR107494","KANDA LATERAL AND MAINLINE EXPANSION PROJECT","NON-POTW",-109.354855,40.533294
"779","UTG170044","KANE COUNTY","NON-POTW",-112.508701,37.039991
"780","UTR104061","KAWASKAMI PARCEL","NON-POTW",-111.812799,40.376992
"781","UTR090001","KAYSVILLE CITY","NON-POTW",-111.93795,41.03486
"782","UTR000940","KAYSVILLE PUBLIC WORKS","NON-POTW",-111.95236,41.03367
"783","UTR000688","KD WAREHOUSE","NON-POTW",-110.062413,40.194479
"784","UTR000857","KEIGLEY QUARRY","NON-POTW",-111.804027,40.00605
"785","UTR000560","KENICHI UCHIDA USARC","NON-POTW",-112.01745,40.75479
"786","UTG170036","KENNECOTT UTAH COPPER LLC","NON-POTW",-112.00316,40.54717
"787","UT0000051","KENNECOTT UTAH COPPER, LLC","NON-POTW",-112.088275,40.741612
"788","UTR010511","KERR PIT","NON-POTW",-111.947778,41.638889
"789","UTR267815","KERRY MATHEWS PIT","NON-POTW",-110.033333,40.255556
"790","UTR000199","KESER SCRAP","NON-POTW",-109.54615,40.43254
"791","UTR000488","KILFOYLE KRAFTS","NON-POTW",-110.816048,39.576211
"792","UTR271603","KILGORE COMPANIES OFFICE AND SHOP","NON-POTW",-112.057961,40.725645
"793","UTR275903","KIM JOHNSON","NON-POTW",-113.55612,37.03759
"794","UTG070947","KIMBALL ON MAIN","NON-POTW",-111.497438,40.648337
"795","UTR000059","KIMBERLY-CLARK OGDEN PLANT","NON-POTW",-112.01031,41.29292
"796","UTR000513","KLEMP CORPORATION","NON-POTW",-111.72746,40.30166
"797","UTR000728","KLONDIKE LANDFILL","NON-POTW",-109.798179,38.799975
"798","UTR000583","KLUNE INDUSTRIES","NON-POTW",-111.6615,40.1329
"799","UTR263727","KNIGHT BROTHERS LLC DBA INTERMOUNTAIN RIGGING AND HEAVYHAUL","NON-POTW",-111.95802,40.74852
"800","UTR010514","KNUDSON PIT","NON-POTW",-111.991944,41.497222
"801","UTR000765","KODIAK MOUNTAIN STONE","NON-POTW",-111.618306,40.179711
"802","UTR001032","KOMATSU","NON-POTW",-111.98611,40.739402
"803","UTR107098","KREY SUBDIVISION","NON-POTW",-112.009335,41.167991
"804","UTR000448","KROGER LAYTON MANUFACTURING","NON-POTW",-111.98722,41.0668
"805","UTR001034","KURTS AUTO WRECKING","NON-POTW",-111.73406,40.29332
"806","UTR262155","L J MASCARO INC","NON-POTW",-112.06267,40.50219
"807","UTR277929","L V SWISS, INC","NON-POTW",-113.27221,37.21324
"808","UTR000412","L-3 COMMUNICATIONS - CSW","NON-POTW",-111.95353,40.783
"809","UTR373679","LA QUINTA INN","NON-POTW",-113.268403,37.210164
"810","UTR000829","LA SAL MINES","NON-POTW",-109.235388,38.315182
"811","UTR000326","LA-Z-BOY UTAH","NON-POTW",-112.1733,41.7284
"812","UTR001046","LAKE POWELL JUNCTION","NON-POTW",-111.77784,40.45204
"813","UT0025623","LAKE SIDE POWER PLANT","NON-POTW",-111.755507,40.329388
"814","UTG170046","LAKEFRONT GUN, FUR & RECLAMATION CLUB","NON-POTW",-111.88397,40.96145
"815","UT0020231","LAKEPOINT IMPROV DIST","POTW",-112.284999,40.674408
"816","NVCS41689","LAMOILLE HWY","NON-POTW",-115.771917,40.849887
"817","UTR322810","LANDMARK DRIVE EXTENSION","NON-POTW",-111.547867,40.72431
"818","UTR000195","LARUC LAMB TRUCKING","NON-POTW",-110.06843,40.19455
"819","UTR371583","LATIGO WIND PARK","NON-POTW",-109.383333,37.883333
"820","UTR271999","LAYTON BIN","NON-POTW",-111.990278,41.065278
"821","UTR090043","LAYTON CITY CORPORATION","NON-POTW",-111.960295,41.066193
"822","UTR000966","LAYTON CITY PUBLIC WORKS FACILITY","NON-POTW",-111.9591,41.08723
"823","UTR000763","LE BUS","NON-POTW",-111.956744,40.780113
"824","UTR000602","LEAVITT LUMBER CO., INC.","NON-POTW",-111.27432,40.6368
"825","UTR258975","LEE NELSON PIT","NON-POTW",-111.8259,41.5439
"826","UTR000407","LEHI BLOCK COMPANY INC","NON-POTW",-111.86877,40.41829
"827","UTR090038","LEHI CITY CORPORATION","NON-POTW",-111.860593,40.393163
"828","UTG580038","LEHI CITY PUBLIC WORKS DIRECTOR","NON-POTW",-111.847477,40.389696
"829","UTR266527","LEHI PECK QUARRY","NON-POTW",-111.960833,40.384167
"830","UTR284483","LEHI PECK QUARRY","NON-POTW",-111.989628,40.366714
"831","UTR000643","LEVAN COAL YARD","NON-POTW",-111.914098,39.574679
"832","UTR000347","LEWIS BROTHERS STAGES","NON-POTW",-111.90701,40.75832
"833","UT0020214","LEWISTON CITY","POTW",-111.856684,41.974684
"834","UTR272453","LIBERTY SAFE & SECURITY PRODUCTS INC","NON-POTW",-111.7559,40.043689
"835","UTR001007","LIBERTY TIRE RECYCLING","NON-POTW",-111.9087,40.79851
"836","UTR000900","LIBERTY TIRE RECYCLING","NON-POTW",-111.9087,40.79851
"837","UTR261189","LIFETIME PRODUCTS INCORPORATED","NON-POTW",-112.03277,41.08361
"838","UTR000731","LIME PEAK QUARRY","NON-POTW",-112.084084,39.974951
"839","UTR373887","LINCOLN ELEMENTARY SCHOOL","NON-POTW",-111.88393,40.74569
"840","UTR090018","LINDON CITY","NON-POTW",-111.73769,40.33795
"841","UTG070912","LINDON LIFT STATION #7","NON-POTW",-111.69795,40.26866
"842","UTR265189","LINDON SHOP","NON-POTW",-111.75359,40.33231
"843","UTR000564","LINK TRUCKING INC","NON-POTW",-111.96772,40.74279
"844","UTR000457","LINK TRUCKING INC","NON-POTW",-111.96772,40.74279
"845","UTR361717","LIONS PARK TRANSIT HUB AND COLORADO RIVER PATHWAY","NON-POTW",-109.575674,38.60156
"846","UTR376241","LISBON FACILITY HYDROGEOLOGICAL SUPPLEMENTAL SITE ASSESSMENT","NON-POTW",-109.282778,38.266667
"847","UTR000737","LISBON VALLEY MINING CO., LLC","NON-POTW",-109.290161,38.265674
"848","UTR358007","LISBON VALLEY ROAD PHASE III","NON-POTW",-109.196187,38.266251
"849","UTR000824","LISRON LNG, PLANT (DBA PROMETHEUS ENERGY CO.)","NON-POTW",-109.52945,38.56129
"850","UTR276245","LITEHOUSE INC.","NON-POTW",-113.41446,37.17463
"851","UTG640001","LITTLE COTTONWOOD WTP","NON-POTW",-111.79829,40.58961
"852","UT0025569","LITTLE MOUNTAIN SERVICE AREA","POTW",-112.22651,41.24999
"853","UTR002451","LITTLE SAHARA MATERIAL SITE","NON-POTW",-112.3,39.617
"854","UTR370881","LITTLE SAHARA SAND DUNES ROAD","FEDERAL",-112.235556,39.724444
"855","UTR000124","LITTON SYSTEMS","NON-POTW",-111.95422,40.77149
"856","UTR361919","LIVING PLANET AQUARIUM","NON-POTW",-111.89637,40.532438
"857","UTR000527","LKQ AUTO PARTS OF UTAH","NON-POTW",-111.640844,40.144616
"858","UTR272001","LOGAN BIN","NON-POTW",-111.840278,41.799444
"859","UTR000758","LOGAN CACHE AIRPORT","NON-POTW",-111.85779,41.77805
"860","UTL021920","LOGAN CITY CORPORATION","NON-POTW",-111.84902,41.75787
"861","UT0021920","LOGAN CITY CORPORATION","POTW",-111.83484,41.73642
"862","UTR000703","LOGAN CITY LANDFILL","NON-POTW",-111.867825,41.735765
"863","UTR000987","LOGAN CONCRETE BATCH PLANT","NON-POTW",-111.84886,41.77133
"864","UTR103278","LONE PEAK VILLAGE","NON-POTW",-111.86275,40.54426
"865","UTR380741","LOOKOUT PASS","NON-POTW",-112.455177,40.595358
"866","UTR375345","LOT 300 STANSBURY PLACE","NON-POTW",-112.319216,40.633065
"867","UTR327110","LOT 34 PLAT","NON-POTW",-111.62358,40.14914
"868","UTR272273","LOVERIDGE MACHINE COMPANY","NON-POTW",-111.89399,40.68248
"869","UTR272261","LOVERIDGE MACHINE COMPANY","NON-POTW",-111.89399,40.68248
"870","UTG070909","LOWER MARION PIPELINE","NON-POTW",-111.261383,40.720362
"871","UTR261897","LUCAS LUMBER, INC.","NON-POTW",-112.03376,41.2743
"872","UTR264221","LUCENCY CORP","NON-POTW",-111.94415,40.73778
"873","UTR264697","LYNNELE LABRUM","NON-POTW",-113.56032,37.11643
"874","UTR000106","MACA SUPPLY COMPANY","NON-POTW",-111.63652,40.18498
"875","UTR001057","MAESER EAST PIT","NON-POTW",-109.627778,40.441389
"876","UTR001058","MAESER WEST PIT","NON-POTW",-109.662222,40.427222
"877","UTG170012","MAGNA MOSQUITO ABATEMENT","NON-POTW",-112.10808,40.71254
"878","UTR390677","MAGNA WATER & SEWER COMPANY POTW","NON-POTW",-112.074688,40.724937
"879","UTL021440","MAGNA WATER & SEWER DIST","NON-POTW",-112.074688,40.724937
"880","UT0021440","MAGNA WATER & SEWER DISTRICT","POTW",-112.074688,40.724937
"881","UTG070979","MAGNA WATER BRINE PIPELINE","NON-POTW",-112.070331,40.723081
"882","UTG580116","MAGNA WATER DISTRICT","NON-POTW",-112.101609,40.709112
"883","UTR000241","MAGUIRE PIT","NON-POTW",-112.035576,41.361331
"884","UTR103347","MAHOGANY RIDGE AT GROVE CREEK","NON-POTW",-111.73984,40.37552
"885","UTR000053","MAJOR DRILLING AMERICA, INC.","NON-POTW",-111.986677,40.721087
"886","UTR001049","MALNOVE INC OF UTAH","NON-POTW",-112.019665,41.095221
"887","UTG640023","MANILA, TOWN OF","NON-POTW",-109.722762,40.988264
"888","UT0026026","MANTI CITY LAGOONS","NON-POTW",-111.634722,39.286111
"889","UTR370653","MANTI LDS TEMPLE","NON-POTW",-111.627417,39.274406
"890","UTG170069","MANTI-LASAL NATIONAL FOREST","FEDERAL",-110.82018,39.59951
"891","UTR090052","MAPLETON CITY CORPORATION","NON-POTW",-111.57835,40.1304
"892","UTR000204","MARK H. BOTT COMPANY","NON-POTW",-111.98921,41.24439
"893","UTR000674","MARK STEEL CORPORATION","NON-POTW",-111.92799,40.76511
"894","UTR090056","MARRIOTT-SLATERVILLE CITY CIRO","NON-POTW",-112.01827,41.2673
"895","UTR002453","MARTIN YARD","NON-POTW",-110.873119,39.7024
"896","UTR000767","MATERIALS PACKAGING CORP","NON-POTW",-111.91204,40.4655
"897","UTR364761","MATHINGTON SUBSTATION EXPANSION","NON-POTW",-110.7275,39.583611
"898","UTG790061","MAVERIK #254","NON-POTW",-111.903894,40.561703
"899","UTR369973","MAVERIK #508-STANSBURY PARK","NON-POTW",-112.288395,40.647217
"900","UTR362787","MAVERIK 341","NON-POTW",-109.544098,38.558244
"901","UTR000558","MAY FOUNDRY & MACHINE","NON-POTW",-111.9042,40.78238
"902","UTR000120","MAY TRUCKING","NON-POTW",-111.988679,41.070666
"903","UTR000473","MAY TRUCKING","NON-POTW",-111.988679,41.070666
"904","UTR000297","MAYFLOWER CONTRACT SERVICES INC","NON-POTW",-111.83632,41.73908
"905","UTR366553","MCDONALDS HEBER CITY","NON-POTW",-111.41356,40.49986
"906","UTR001022","MCR RECYCLING","NON-POTW",-111.73412,40.30871
"907","UT0000612","MCWANE DUCTILE-UTAH","NON-POTW",-111.631752,40.199753
"908","UTR000150","MEADOW GOLD DAIRIES","NON-POTW",-111.687639,40.279917
"909","UTR000519","MEADOW VALLEY CONTRACTOS, INC","NON-POTW",-111.842202,39.670353
"910","UTR362165","MEADOW VIEW","NON-POTW",-111.920078,40.988157
"911","UTR384083","MEADOWLARK ELEMENTARY","NON-POTW",-111.94525,40.77996
"912","UTR341111","MEAS ROUTE 047","NON-POTW",-110.064937,40.374518
"913","UTR000491","MEGADIAMOND","NON-POTW",-111.6635,40.26351
"914","UTR105167","MERCER HOLLOW ESTATES","NON-POTW",-111.81109,40.44936
"915","UTR379073","MESA VIEW @ TRAIL RIDGE ESTATES","NON-POTW",-113.27773,37.22582
"916","UTR000472","METAL BUILDING COMPONENTS","NON-POTW",-111.92737,40.81676
"917","UTR000579","METAL CRAFT TECHNOLOGIES","NON-POTW",-113.105906,37.687425
"918","UTR000509","METAL MANAGEMENT, INC.","NON-POTW",-111.973911,40.758335
"919","UTR000580","METALCRAFT TECHNOLOGIES INC #2","NON-POTW",-113.08173,37.68608
"920","UTR001043","METECH RECYCLING","NON-POTW",-111.952778,40.73
"921","UTR262307","METRO RECYCLING","NON-POTW",-111.96589,40.7496
"922","UTR000306","MFI WASTE SYSTEMS OF NORTH QURICA, INC","NON-POTW",-111.9815,40.72545
"923","UTR367483","MIDAS CREEK PHASES 6A AND 6B","NON-POTW",-111.967049,40.536867
"924","UTR000953","MIDVALE CITY WATER SYSTEM","NON-POTW",-111.90875,40.61076
"925","UTG170065","MIDWAY CITY CORPORATION","NON-POTW",-111.41524,40.5085
"926","UT0025879","MIDWAY HATCHERY","NON-POTW",-111.46741,40.500511
"927","UTR264625","MIDWESTERN FABRICATORS INC","NON-POTW",-111.95802,40.74211
"928","UTR377993","MILAGRO/PEG APARTMENTS","NON-POTW",-111.89779,40.765
"929","UTR261949","MILK SPECIALTIES GLOBAL","NON-POTW",-111.99825,40.733667
"930","UTR000701","MILLARD COUNTY LANDFILL","NON-POTW",-112.472167,39.320514
"931","UTG170064","MILLARD COUNTY WEED DEPARTMENT","NON-POTW",-112.32372,38.96781
"932","UTG640025","MILLCREEK WATER TREATMENT PLNT","NON-POTW",-111.825171,40.852626
"933","UTG080105","MILLER BROTHERS EXPRESS, LLC","NON-POTW",-111.870633,41.644298
"934","UTR373999","MILLER CROSSING","NON-POTW",-112.024415,40.529466
"935","UTR000759","MILLIKEN ST. GEORGE","NON-POTW",-113.56365,37.03756
"936","UTG070974","MILLSITE DAM REHABILITATION PROJECT","NON-POTW",-111.18896,39.099925
"937","UTR090036","MILLVILLE CITY CORPORATION","NON-POTW",-111.820776,41.679932
