UID,OrganizationIdentifier,OrganizationFormalName,ProviderName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,IR_FLAG,IR_COMMENT,IR_MLID,IR_MLNAME,ASSESS_ID,AU_NAME,AU_Type,Water_Type,R317Descrp,ss_R317Descrp,BEN_CLASS,MLID_Count,Lat_Count,Long_Count,sites100m_count,LatitudeMeasure,LongitudeMeasure,IR_Lat,IR_Long,HUCEightDigitCode,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ValidationType,ReviewComment
924,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923180,OGDEN R AT BRIDGE ON GRANT AVE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923180,OGDEN R AT BRIDGE ON GRANT AVE,UT16020102-005_00,Ogden River-1,River/Stream,River / Stream,"Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.2332776,-111.9729986,41.2332776,-111.9729986,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
925,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923190,Ogden R ab Harrison Blvd,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923190,Ogden R ab Harrison Blvd,UT16020102-005_00,Ogden River-1,River/Stream,River / Stream,"Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.23674635,-111.9425852,41.23674635,-111.9425852,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
926,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923195,Ogden River near El Monte GC 5th green,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923195,Ogden River near El Monte GC 5th green,UT16020102-005_00,Ogden River-1,River/Stream,River / Stream,"Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.238256,-111.935197,41.238256,-111.935197,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
927,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923200,OGDEN R AT MOUTH OF CANYON AT VALLEY DRIVE XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923200,OGDEN R AT MOUTH OF CANYON AT VALLEY DRIVE XING,UT16020102-005_00,Ogden River-1,River/Stream,River / Stream,"Ogden River and tributaries, From confluence with Weber River To Pineview Dam, except as listed Below",NA,"2A,3A,4",1,1,1,0,41.23577946,-111.9285502,41.23577946,-111.9285502,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
928,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923500,UINTA CK AT I84 XING (old field blank not in use),River/Stream,Field Blank,REJECT,Automatically flagged for rejection,REJECT,REJECT,NA,NA,Undefined,River / Stream,All waters not specifically classified are presumptively classified,NA,"2B,3D",NA,NA,NA,NA,40.77413009,-111.9478892,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,35,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
929,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923810,PINEVIEW RES AB DAM 01,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923810,PINEVIEW RES AB DAM 01,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.25522309,-111.8399354,41.25522309,-111.8399354,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
930,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923820,PINEVIEW RES S ARM 02,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923820,PINEVIEW RES S ARM 02,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.25772376,-111.7960518,41.25772376,-111.7960518,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
931,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923825,Pineview SP @ Cemetery Beach,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923825,Pineview SP @ Cemetery Beach,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.264024,-111.798769,41.264024,-111.798769,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
932,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923830,PINEVIEW RES MIDDLE ARM 03,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923830,PINEVIEW RES MIDDLE ARM 03,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.27132929,-111.7954888,41.27132929,-111.7954888,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
933,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923836,Pineview SP @ Middle Inlet,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923836,Pineview SP @ Middle Inlet,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.27521,-111.784139,41.27521,-111.784139,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
934,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923837,QA/QC Duplicate of Pineview Reservoir @ Middle Inlet,Lake,Duplicate of 4923836,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",NA,NA,NA,NA,41.27521,-111.784139,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
935,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4923840,PINEVIEW RES N ARM 04,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4923840,PINEVIEW RES N ARM 04,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.27577617,-111.8152201,41.27577617,-111.8152201,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
936,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924590,WHEELER CK AB CNFL / OGDEN R,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924590,WHEELER CK AB CNFL / OGDEN R,UT16020102-008_00,Wheeler Creek,River/Stream,River / Stream,Wheeler Creek from Confluence with Ogden River to headwaters,NA,"1C,2B,3A,4",1,1,1,0,41.25327714,-111.842441,41.25327714,-111.842441,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
937,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924625,Pineview SP @ Anderson Cove,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924625,Pineview SP @ Anderson Cove,UT-L-16020102-014_00,Pineview Reservoir,Reservoir/Lake,Lake / Reservoir,Pineview Reservoir,NA,"1C,2A,3A,4",1,1,1,0,41.252976,-111.791614,41.252976,-111.791614,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
938,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924650,N Fk Ogden R at U162 Xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924650,N Fk Ogden R at U162 Xing,UT16020102-006_00,North Fork Ogden River,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.3135,-111.84093,41.3135,-111.84093,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
939,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924660,MIDDLE FK OGDEN R U166 XING,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924660,MIDDLE FK OGDEN R U166 XING,UT16020102-009_00,Middle Fork Ogden River,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.28772234,-111.7771653,41.28772234,-111.7771653,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
940,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924670,S Fk Ogden R South Leg bl U166 Xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924670,S Fk Ogden R South Leg bl U166 Xing,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.2471635,-111.7632696,41.2471635,-111.7632696,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
941,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924680,S Fk Ogden R North Leg bl U166 Xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924680,S Fk Ogden R North Leg bl U166 Xing,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.24910418,-111.7599384,41.24910418,-111.7599384,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
942,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924686,South Fork River (Meadows),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924686,South Fork River (Meadows),UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.267236,-111.680994,41.267236,-111.680994,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
943,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924690,S Fk Ogden R at South Fork Campground,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924690,S Fk Ogden R at South Fork Campground,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.2822,-111.6537,41.2822,-111.6537,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
944,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924700,S FK OGDEN R BL CAUSEY DAM SPILLWAY  USFS,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924700,S FK OGDEN R BL CAUSEY DAM SPILLWAY  USFS,UT16020102-010_00,South Fork Ogden River-1,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.29591323,-111.59187,41.29591323,-111.59187,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
945,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924710,BEAVER CK AB CNFL / S FK OGDEN R AT BRIDGE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924710,BEAVER CK AB CNFL / S FK OGDEN R AT BRIDGE,UT16020102-011_00,Beaver Creek-Weber,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,1,1,0,41.29716469,-111.6177045,41.29716469,-111.6177045,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
946,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924733,Causey Reservoir North Arm,Lake,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020102-012_00,South Fork Ogden River,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,2,2,0,41.289945,-111.583105,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
947,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924735,Causey south end inlet,Lake,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020102-012_00,South Fork Ogden River,River/Stream,River / Stream,All tributaries to Pineview Reservoir,NA,"1C,2B,3A,4",1,2,2,0,41.289945,-111.583105,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,57,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
948,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4924960,EAST CANYON CK AB CNFL/ WEBER R,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4924960,EAST CANYON CK AB CNFL/ WEBER R,UT16020102-024_00,East Canyon Creek-1,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.03161277,-111.6904935,41.03161277,-111.6904935,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
949,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925039,Hardscrabble ck ab East Canyon Ck @ U66 Xing,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925039,Hardscrabble ck ab East Canyon Ck @ U66 Xing,UT16020102-023_00,Hardscrabble Creek,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.97719222,-111.6741527,40.97719222,-111.6741527,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
950,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925091,EAST CANYON CK @ WALDREN PROPERTY,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925091,EAST CANYON CK @ WALDREN PROPERTY,UT16020102-024_00,East Canyon Creek-1,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,41.00228202,-111.6799375,41.00228202,-111.6799375,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
951,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925120,East Canyon SP @ Dock,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925120,East Canyon SP @ Dock,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.920516,-111.592855,40.920516,-111.592855,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
952,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925123,East Canyon SP @ Pratt Group Pavilion,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925123,East Canyon SP @ Pratt Group Pavilion,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.9226,-111.58979,40.9226,-111.58979,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
953,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925127,East Canyon SP @ Taylor Hollow,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925127,East Canyon SP @ Taylor Hollow,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.898278,-111.588952,40.898278,-111.588952,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
954,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925140,EAST CANYON RES 100 M OFF BOAT RAMP,Lake,Duplicate of 5925160,REJECT,Automatically flagged for rejection,REJECT,REJECT,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",NA,NA,NA,NA,40.91972223,-111.5986078,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
955,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925150,EAST CANYON CK BL EAST CANYON RES,River/Stream,NA,REVIEW,Automatically flagged for review,REVIEW,NA,UT16020102-024_00,East Canyon Creek-1,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,1,40.92216532,-111.606872,NA,NA,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
956,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925160,EAST CANYON RES AB DAM 01,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925160,EAST CANYON RES AB DAM 01,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.91966423,-111.5993674,40.91966423,-111.5993674,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
957,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925170,EAST CANYON RES MIDLAKE 02,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925170,EAST CANYON RES MIDLAKE 02,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.90439451,-111.5907639,40.90439451,-111.5907639,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
958,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925180,EAST CANYON RES UPPER LAKE 03,Lake,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925180,EAST CANYON RES UPPER LAKE 03,UT-L-16020102-020_00,East Canyon Reservoir,Reservoir/Lake,Lake / Reservoir,East Canyon Reservoir,NA,"1C,2A,3A,4",1,1,1,0,40.89216591,-111.5863104,40.89216591,-111.5863104,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
959,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925190,East Canyon Ck at East Canyon Resort ab East Canyon Reservoir at USGS Gage,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925190,East Canyon Ck at East Canyon Resort ab East Canyon Reservoir at USGS Gage,UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.8695,-111.58652,40.8695,-111.58652,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,29,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
960,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925230,EAST CANYON CK BL JEREMY RANCH GOLF COURSE,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925230,EAST CANYON CK BL JEREMY RANCH GOLF COURSE,UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.76925,-111.58368,40.76925,-111.58368,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
961,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925260,E CAN CK AB EAST CANYON WWTP,River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925260,E CAN CK AB EAST CANYON WWTP,UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.75494423,-111.5638149,40.75494423,-111.5638149,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
962,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925262,East Canyon Ck ab Two Mile Canyon confl (approx 2700 Rasmussen Rd),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925262,East Canyon Ck ab Two Mile Canyon confl (approx 2700 Rasmussen Rd),UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.74567449,-111.5601002,40.74567449,-111.5601002,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
963,UTAHDWQ_WQX,Utah Department Of Environmental Quality,STORET,UTAHDWQ_WQX-4925350,East Canyon Ck at Blackhawk Station (Glenwild Bridge),River/Stream,NA,ACCEPT,Automatically accepted,UTAHDWQ_WQX-4925350,East Canyon Ck at Blackhawk Station (Glenwild Bridge),UT16020102-026_00,East Canyon Creek-2,River/Stream,River / Stream,"Weber River and tributaries, from Stoddard diversion to headwaters",NA,"1C,2B,3A,4",1,1,1,0,40.72855839,-111.5373151,40.72855839,-111.5373151,16020102,NA,NA,NA,NA,NA,NA,NA,GPS-Unspecified,WGS84,NA,NA,NA,NA,NA,NA,US,49,43,NA,NA,NA,NA,NA,NA,NA,NA,AUTO,
