"locationID","locationName","locationType","LongitudeMeasure","LatitudeMeasure","AU_NAME","ASSESS_ID","AU_DESCRIP","AU_Type","priority"
"UTR381213","PARK CITY FIRE DEPARTMENT FLEET SERVICES BUILDING","NON-POTW",-111.482619,40.734526,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR380955","PARK CITY FIRE DEPARTMENT FLEET SERVICES BUILDING","NON-POTW",-111.482619,40.734526,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC01220","PARK CITY FIT.","NON-POTW",-111.4634,40.6902,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR361025","PARK CITY HEIGHTS","NON-POTW",-111.4616,40.6734,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR370709","PARK CITY MOUNTAIN RESORT SNOWMAKING, ROAD AND SKI RUN","NON-POTW",-111.495681,40.656742,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UT0025925","PARK CITY MUNICIPAL CORP JUDGE","NON-POTW",-111.502917,40.627111,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","Y"
"UTG640044","PARK CITY MUNICIPAL CORP JUDGE TUNNEL","NON-POTW",-111.502752,40.68105,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UT0025461","PARK CITY MUNICIPAL CORP SPIRO","NON-POTW",-111.516167,40.660861,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","Y"
"UTR390135","PARK CITY MUNICIPAL GOLF COURSE MAINTENANCE BUILDING","NON-POTW",-111.51635,40.65926,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTR000986","PARK CITY READY MIX FACILITY","NON-POTW",-111.820135,41.841761,"City Creek","UT16010202-006_00","City Creek and tributaries and other Bear River east side tributaries south toward Summit Creek to headwaters","River/Stream","N"
"UTR000012","PARK CITY SKI RESORT WATER SUPPLY SYSTEM","NON-POTW",-111.495681,40.656742,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR344961","PARK CITY TECH CENTER PHASE 2","NON-POTW",-111.547867,40.72431,"Murnin Creek","UT16020102-026_02","East Canyon Creek and tributaries from East Canyon Reservoir to headwaters, Murnin Creek portion","River/Stream","N"
"UTRC01371","PARK EAST II","NON-POTW",-111.46616,40.695011,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR394711","PARK EAST II","NON-POTW",-111.46616,40.695011,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR383311","PARK EAST II","NON-POTW",-111.46616,40.695011,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC01997","PARK LOFTS CITY CENTER PHASE 2","NON-POTW",-111.9103,40.8431,NA,NA,NA,NA,"N"
"UTRH94105","PARK MEADOWS LOT #7","NON-POTW",-111.826267,41.687982,"Blacksmith Fork-1","UT16010203-020_00","Blacksmiths Fork and tributaries from confluence with Logan River to Left Hand Fork Blacksmiths Fork","River/Stream","N"
"UTR382505","PARK MEADOWS SUBDIVSION","NON-POTW",-111.82348,41.68845,"Blacksmith Fork-1","UT16010203-020_00","Blacksmiths Fork and tributaries from confluence with Logan River to Left Hand Fork Blacksmiths Fork","River/Stream","N"
"UTRC00616","PARK PLACE","NON-POTW",-111.9195,40.5488,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR398587","PARK PLACE","NON-POTW",-111.92165,40.55152,NA,NA,NA,NA,"N"
"UTR398075","PARK PLACE","NON-POTW",-111.9206,40.5505,NA,NA,NA,NA,"N"
"UTR394189","PARK PLACE AT TRAILHEAD","NON-POTW",-112.00523,40.31195,NA,NA,NA,NA,"N"
"UTR374811","PARK PLACE BUNGALOWS","NON-POTW",-111.85526,40.717978,NA,NA,NA,NA,"N"
"UTR384451","PARK PLAZA","NON-POTW",-112.03595,41.33328,NA,NA,NA,NA,"N"
"UTRH89555","PARK PLAZA","NON-POTW",-112.04444,41.33371,NA,NA,NA,NA,"N"
"UTR390187","PARK PLAZA","NON-POTW",-112.03901,41.33103,NA,NA,NA,NA,"N"
"UTR398127","PARK PLAZA PHASE 1, 2, 3 & 4","NON-POTW",-112.07444,41.21991,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC01826","PARK PLAZA PHASE 3","NON-POTW",-112.0419,41.3347,NA,NA,NA,NA,"N"
"UTR392545","PARK RESIDENCE","NON-POTW",-111.78691,40.41453,"American Fork","UT16020201-016_00","American Fork and tributaries from Utah Lake to diversion at mouth of American Fork Canyon","River/Stream","N"
"UTRH86545","PARK RIDGE ESTATES","NON-POTW",-111.5158,40.71953,"Kimball Creek","UT16020102-027_00","Kimball Creek and tributaries from East Canyon Creek confluence to headwaters, including McLeod Creek","River/Stream","N"
"UTR398401","PARK SIDE AT DESERT MOUNTAIN","NON-POTW",-113.2925,37.2526,"Ash Creek-1","UT15010008-007_00","Ash Creek and tributaries from confluence with La Verkin Creek to springs near Toquerville","River/Stream","N"
"UTR378819","PARK SIDE SUBDIVISION PH 1","NON-POTW",-113.374014,37.175671,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC02480","PARK VALLEY COMMERCIAL SUB & NIELSEN'S CUSTARD","NON-POTW",-112.0251,40.6133,NA,NA,NA,NA,"N"
"UTRH90929","PARK VIEW","NON-POTW",-111.89961,41.02681,NA,NA,NA,NA,"N"
"UTR373417","PARK VIEW VILLAS","NON-POTW",-111.92921,40.523225,NA,NA,NA,NA,"N"
"UTG070966","PARK'N JET","NON-POTW",-111.953589,40.787872,NA,NA,NA,NA,"N"
"UTRC00126","PARKER ESTATES","NON-POTW",-112.0565,41.2265,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRH02859","PARKER ESTATES #1","NON-POTW",-111.9353,41.6218,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH02506","PARKER ESTATES LOT 12","NON-POTW",-111.936,41.6206,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH02430","PARKER ESTATES LOT 18","NON-POTW",-111.936,41.6216,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH02558","PARKER ESTATES LOT 2","NON-POTW",-111.9352,41.6216,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH02559","PARKER ESTATES LOT 3","NON-POTW",-111.9353,41.6212,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH86445","PARKER ESTATES SUBDIVISION","NON-POTW",-111.98387,41.70962,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH86045","PARKER ESTATES SUBDIVISION","NON-POTW",-111.80102,41.70678,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTR000715","PARKER HANNIFIN CORP.","NON-POTW",-111.9771,40.722399,NA,NA,NA,NA,"N"
"UTR287453","PARKER HANNIFIN CORP.","NON-POTW",-111.9771,40.722399,NA,NA,NA,NA,"N"
"UTR268653","PARKER HANNIFIN CORPORATION","NON-POTW",-112.01344,41.30643,NA,NA,NA,NA,"N"
"UTRH94825","PARKER HOME","NON-POTW",-111.83104,40.63854,NA,NA,NA,NA,"N"
"UTR391943","PARKER PLACE","NON-POTW",-112.13298,41.149182,NA,NA,NA,NA,"N"
"UTRH93463","PARKER RESIDENCE","NON-POTW",-111.814866,40.547639,NA,NA,NA,NA,"N"
"UTRH02943","PARKER RESIDENCE","NON-POTW",-111.4596,40.7416,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRH01220","PARKHURST","NON-POTW",-111.8199,41.3287,"North Fork Ogden River","UT16020102-006_00","North Fork Ogden River and tributaries from Pineview Reservoir to headwaters","River/Stream","N"
"UTRH03080","PARKIN RESIDENCE","NON-POTW",-111.933525,41.019409,"Baer Creek-2","UT16020102-051_00","Baer Creek and tributaries from Interstate 15 to US 89","River/Stream","N"
"UTR378453","PARKING GARAGE EXPANSION, PH 2","NON-POTW",-111.838725,40.758351,NA,NA,NA,NA,"N"
"UTR390579","PARKING GARAGE PHASE 2","NON-POTW",-111.838725,40.758351,NA,NA,NA,NA,"N"
"UTRC02238","PARKINSON MEADOWS","NON-POTW",-112.4594,40.5871,NA,NA,NA,NA,"N"
"UTRH95113","PARKINSON RESIDENTIAL HOME","NON-POTW",-112.04332,41.175292,NA,NA,NA,NA,"N"
"UTR390450","PARKSIDE","NON-POTW",-111.99234,40.5223,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH01531","PARKSIDE AT GRANDPA'S POND","NON-POTW",-113.374,37.1779,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR396133","PARKSIDE AT HERRIMAN TOWN CENTER","NON-POTW",-112.017995,40.51627,"Butterfield Creek","UT16020204-024_02","Butterfield Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTR379169","PARKSIDE COVE","NON-POTW",-111.67774,40.01013,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR393255","PARKSIDE COVE","NON-POTW",-111.67774,40.01013,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR392583","PARKSIDE PHASE 2","NON-POTW",-112.01974,40.60851,NA,NA,NA,NA,"N"
"UTR394759","PARKSIDE PHASE 3","NON-POTW",-112.0188,40.607217,NA,NA,NA,NA,"N"
"UTR375821","PARKSIDE PLACE SUBDIVISION","NON-POTW",-111.744874,40.292891,NA,NA,NA,NA,"N"
"UTR398675","PARKSIDE SUBDIVISION","NON-POTW",-113.37388,37.177222,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRC00571","PARKVIEW COTTAGES","NON-POTW",-111.8639,40.4233,NA,NA,NA,NA,"N"
"UTRC01142","PARKVIEW PLACE","NON-POTW",-111.395346,40.494332,"Heber Valley","UT16020203-026_00","Provo River east side tributaries from Daniels Creek to Little South Fork except Lake Creek","River/Stream","N"
"UTR392619","PARKWAY PROFESSIONAL PLAZA","NON-POTW",-111.65492,40.114965,"Dry Creek-2","UT16020202-036_00","Dry Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTR372349","PARKWOOD","NON-POTW",-111.93592,40.998605,NA,NA,NA,NA,"N"
"UTR389057","PARKWOOD ESTATES","NON-POTW",-112.01084,40.64359,NA,NA,NA,NA,"N"
"UTRC01497","PARLEY'S CANYON NETWORK AND CONTROLS UPGRADE","NON-POTW",-111.7111,40.7545,"Mountain Dell Creek-1","UT16020204-014_00","Mountain Dell Creek from Mountain Dell Reservoir to Little Dell Reservoir","River/Stream","N"
"UTR107159","PARLEY'S I-215 CROSSING & TRAIL EXTENSION","NON-POTW",-111.806866,40.704947,NA,NA,NA,NA,"N"
"UTRH02853","PARLEY'S LANE","NON-POTW",-111.6005,40.7579,"Toll Canyon","UT16020102-026_03","East Canyon Creek and tributaries from East Canyon Reservoir to headwaters, Toll Canyon portion","River/Stream","N"
"UTR391045","PARLEY'S POINTE","NON-POTW",-111.80597,40.72056,"Parleys Canyon Creek-1","UT16020204-025_00","Parleys Canyon Creek and tributaries from 1300 East to Mountain Dell Reservoir","River/Stream","N"
"UTR260253","PARLEYS PIT","NON-POTW",-111.778544,40.72078,"Parleys Canyon Creek-1","UT16020204-025_00","Parleys Canyon Creek and tributaries from 1300 East to Mountain Dell Reservoir","River/Stream","N"
"UTRC02477","PARLEYS POINTE BONNEVILLE SHORELINE TRAIL CONSTRUCTION","NON-POTW",-111.803,40.7196,"Parleys Canyon Creek-1","UT16020204-025_00","Parleys Canyon Creek and tributaries from 1300 East to Mountain Dell Reservoir","River/Stream","N"
"UTG640041","PARLEYS WATER TREATMENT PLANT","NON-POTW",-111.89396,40.73653,NA,NA,NA,NA,"N"
"UTRC01312","PAROWAN AIRPORT","NON-POTW",-112.8248,37.8568,NA,NA,NA,NA,"N"
"UTR000193","PAROWAN AIRPORT","NON-POTW",-112.803277,37.851642,NA,NA,NA,NA,"N"
"UT0026158","PAROWAN CITY","POTW",-112.900278,37.895278,NA,NA,NA,NA,"N"
"UTRH87157","PARRA RESIDENCE","NON-POTW",-111.49919,40.61263,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC02517","PARRIS RV - PAYSON","NON-POTW",-111.7271,40.0576,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRH02381","PARRY FARMS LOT 322","NON-POTW",-111.9304,40.4771,"Jordan River-7","UT16020204-007_00","Jordan River from Bluffdale at 14600 South to Narrows","River/Stream","N"
"UTRH01322","PARRY RESIDENCE","NON-POTW",-111.9504,39.2663,"Sevier River-19","UT16030003-001_00","Sevier River west side tributaries from Sevier Bridge Dam to Salina Creek confluence","River/Stream","N"
"UTRC02156","PARRY RESIDENCE","NON-POTW",-111.8669,40.507,NA,NA,NA,NA,"N"
"UTR398495","PARSON RESIDENCE","NON-POTW",-111.80723,41.71661,"Logan River-1","UT16010203-005_00","Logan River and tributaries, except Blacksmith Fork drainage, from Cutler Reservoir to Third Dam","River/Stream","N"
"UTRH02990","PASEOS #106","NON-POTW",-113.4743,37.1504,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01989","PASEOS 112","NON-POTW",-113.4743,37.1504,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01990","PASEOS 114","NON-POTW",-113.4743,37.1504,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01243","PASEOS PHASE 4 LOT 111","NON-POTW",-113.4735,37.1504,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR378135","PASTURES AT SADDLEBACK","NON-POTW",-112.25352,40.68095,NA,NA,NA,NA,"N"
"UTRC01490","PASTURES AT SADDLEBACK PHASE 11","NON-POTW",-112.2556,40.6829,NA,NA,NA,NA,"N"
"UTR392015","PASTURES AT SADDLEBACK PLAT #10","NON-POTW",-112.2587,40.6768,NA,NA,NA,NA,"N"
"UTRH02382","PATEL FOREMASTER HOME","NON-POTW",-113.5476,37.1053,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01652","PATINO","NON-POTW",-111.6023,40.1554,"Dry Creek-2","UT16020202-036_00","Dry Creek and tributaries from Interstate 15 to headwaters","River/Stream","N"
"UTRH02525","PATRICK BENSTOG-RESIDENCE","NON-POTW",-111.7241,41.2559,"Middle Fork Ogden River","UT16020102-009_00","Middle Fork Ogden River and tributaries from Pineview Reservoir to headwaters","River/Stream","N"
"UTRH93663","PATRIOT CAR WASH","NON-POTW",-111.937318,41.101274,"Kays Creek","UT16020102-031_00","Kays Creek and tributaries from Farmington Bay to USFS boundary","River/Stream","N"
"UTRI00067","PATRIOT POINTE LLC","NON-POTW",-111.975948,41.298799,NA,NA,NA,NA,"N"
"UTRI00063","PATRIOT SERVICE COMPANY LLC","NON-POTW",-111.965583,40.761694,NA,NA,NA,NA,"N"
"UTRH83497","PAUL DAVIS REMODEL","NON-POTW",-111.90074,40.59312,NA,NA,NA,NA,"N"
"UTRH02960","PAUL RESIDENCE","NON-POTW",-111.8033,41.6847,"Blacksmith Fork-1","UT16010203-020_00","Blacksmiths Fork and tributaries from confluence with Logan River to Left Hand Fork Blacksmiths Fork","River/Stream","N"
"UTR375209","PAVEMENT IMPROVEMENTS RAMPTON COMPLEX","NON-POTW",-111.95796,40.669715,NA,NA,NA,NA,"N"
"UTRC01775","PAVILION 5 RENOVATION","NON-POTW",-111.8824,40.6597,"Little Cottonwood Creek-1","UT16020204-021_00","Little Cottonwood Creek and tributaries from Jordan River confluence to Metropolitan WTP","River/Stream","N"
"UTR377225","PAXTON 365","NON-POTW",-111.90137,40.74348,NA,NA,NA,NA,"N"
"UTG071267","PAYNE RESIDENCE","NON-POTW",-111.879559,40.44288,NA,NA,NA,NA,"N"
"UTRH94695","PAYNTER HOME","NON-POTW",-111.87966,40.50387,NA,NA,NA,NA,"N"
"UTR310606","PAYSON 2, 3 WARDS","NON-POTW",-111.73229,40.04028,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR392297","PAYSON BUS COMPOUND","NON-POTW",-111.836285,40.011196,NA,NA,NA,NA,"N"
"UTR392730","PAYSON CITY 2019 SECONDARY PIPELINES","NON-POTW",-111.74567,40.033127,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRH91087","PAYSON CITY 700 S. & 600 W. SEWER","NON-POTW",-111.74168,40.03314,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTL020427","PAYSON CITY CORP","NON-POTW",-111.73844,40.04363,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UT0020427","PAYSON CITY CORPORATION","POTW",-111.731059,40.061337,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","Y"
"UTR000697","PAYSON CITY LANDFILL","NON-POTW",-111.800467,40.040854,NA,NA,NA,NA,"N"
"UTR090066","PAYSON CITY WWTP","NON-POTW",-111.73844,40.04363,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR381457","PAYSON FARR'S","NON-POTW",-111.750186,40.03137,"Spring Creek-Payson","UT16020202-026_00","Spring Creek and tributaries from confluence with Beer Creek to headwaters","River/Stream","N"
"UTRC02188","PAYSON FOREBAY TRAIL HEAD","NON-POTW",-111.698,39.9869,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRC01262","PAYSON HILLMAN FIELDS BALLPARK","NON-POTW",-111.7312,40.0323,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UT0025518","PAYSON POWER PROJECT","NON-POTW",-111.72993,40.058287,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRC00695","PAYSON SPRING LAKE REACH","NON-POTW",-111.7187,40.0341,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTR375095","PAYSON STORAGE","NON-POTW",-111.74979,40.04538,"Beer Creek","UT16020202-027_00","Beer Creek and tributaries from confluence with Spring Creek to headwaters","River/Stream","N"
"UTRC00601","PAYSON STORAGE","NON-POTW",-111.7488,40.3789,NA,NA,NA,NA,"N"
"UTR380091","PAYSON VIEW","NON-POTW",-111.728665,40.022401,"Spring Creek-Payson","UT16020202-026_00","Spring Creek and tributaries from confluence with Beer Creek to headwaters","River/Stream","N"
"UTRC02257","PAYSON VIEW ESTATES PLAT H","NON-POTW",-111.7241,40.0234,"Spring Creek-Payson","UT16020202-026_00","Spring Creek and tributaries from confluence with Beer Creek to headwaters","River/Stream","N"
"UTRH00513","PAYTON CROSSING","NON-POTW",-111.68956,40.26146,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRH00630","PAYTON CROSSING","NON-POTW",-111.7213,40.2622,NA,NA,NA,NA,"N"
"UTRH02503","PAYTON CROSSING","NON-POTW",-111.7199,40.2611,NA,NA,NA,NA,"N"
"UTRH00878","PAYTON CROSSING","NON-POTW",-111.7199,40.2611,NA,NA,NA,NA,"N"
"UTRH00549","PAYTON PLACE","NON-POTW",-111.804,40.5746,NA,NA,NA,NA,"N"
"UTRH00292","PAYTON'S CROSSING","NON-POTW",-111.68956,40.26146,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRH00579","PAYTON'S CROSSING LOT 12","NON-POTW",-111.68956,40.26146,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTRC02390","PAYTON'S CROSSING LOT 8","NON-POTW",-111.68956,40.26146,"Provo River-1","UT16020203-001_00","Provo River from Utah Lake to Murdock Diversion","River/Stream","N"
"UTR382943","PAZOS CIR","NON-POTW",-111.97441,40.545564,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRH00498","PAZOS LOT 2","NON-POTW",-111.9736,40.5454,"Midas Creek","UT16020204-024_01","Midas Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRC02295","PC GLASS BUILDING","NON-POTW",-112.0008,41.237,"Weber River-1","UT16020102-001_00","Weber River and tributaries from Great Salt Lake to Slaterville Diversion","River/Stream","N"
"UTRC02423","PCBC LOT 10","NON-POTW",-111.4684,40.6945,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTR388121","PCS INVESTMENTS PROPERTY","NON-POTW",-111.7131,40.2247,NA,NA,NA,NA,"N"
"UTR110376","PDM STEEL CRANEWAY","NON-POTW",-111.66018,40.12459,"Dry Creek-1","UT16020202-035_00","Dry Creek and tributaries from Utah Lake (Provo Bay) to Interstate 15","River/Stream","N"
"UTRH02258","PE-07","NON-POTW",-111.9353,41.62,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH00130","PE11","NON-POTW",-111.835789,41.747926,"Swift Slough","UT16010203-002_00","Swift Slough and tributaries from Cutler Reservoir to headwaters","Slough","N"
"UTRH02494","PE14","NON-POTW",-111.9367,41.6217,"Little Bear-3","UT16010203-007_00","Little Bear River west side tributaries from Cutler Reservoir To Hyrum Reservoir","River/Stream","N"
"UTRH01045","PE16","NON-POTW",-111.8073,41.6867,"Blacksmith Fork-1","UT16010203-020_00","Blacksmiths Fork and tributaries from confluence with Logan River to Left Hand Fork Blacksmiths Fork","River/Stream","N"
"UTRH02423","PEABODY RESIDENCE","NON-POTW",-113.5726,37.0989,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTR384945","PEAC BUILDING","NON-POTW",-111.753845,40.392018,NA,NA,NA,NA,"N"
"UTR381049","PEACE HOUSE","NON-POTW",-111.46599,40.68528,"Silver Creek-2","UT16020101-020_02","Silver Creek and tributaries, from confluence with Tollgate Creek to headwaters","River/Stream","N"
"UTRC00700","PEAK MEADOWS","NON-POTW",-111.7662,40.3837,NA,NA,NA,NA,"N"
"UTR383385","PEAK SQUARE BUILDING","NON-POTW",-111.91771,40.39207,NA,NA,NA,NA,"N"
"UTRC01281","PEAK VIEW FLATS","NON-POTW",-111.887,40.6225,NA,NA,NA,NA,"N"
"UTRH82273","PEARCE-POWELL RESIDENCE","NON-POTW",-111.845899,40.515854,NA,NA,NA,NA,"N"
"UTR372417","PEARL COVE","NON-POTW",-111.9478,40.56993,NA,NA,NA,NA,"N"
"UTR375555","PEARL COVE PHASE 2","NON-POTW",-111.93027,40.56142,NA,NA,NA,NA,"N"
"UTRH00809","PEARSON RESIDENCE","NON-POTW",-111.657,40.2843,NA,NA,NA,NA,"N"
"UTRH02584","PEARSON RESIDENCE","NON-POTW",-112.0931,41.5978,"Middle Bear East-2","UT16010204-007_02","Bear River east side tributaries from Malad River confluence north to HUC boundary","River/Stream","N"
"UTRC02191","PEARSON RESIDENCE","NON-POTW",-111.8115,40.4059,"Spring Creek-Lehi","UT16020201-009_00","Spring Creek and tributaries from Utah Lake near Lehi to headwaters","River/Stream","N"
"UTRC01547","PEAY ESTATES LOT 2","NON-POTW",-111.9975,41.0484,NA,NA,NA,NA,"N"
"UTRH84619","PEAY-JENNINGS HOME","NON-POTW",-111.59782,40.173432,"Spring Creek-Springville","UT16020202-042_00","Spring Creek from wetlands at I-15 to headwaters","River/Stream","N"
"UTRC02532","PEBBLE HILLS","NON-POTW",-111.8586,40.5952,NA,NA,NA,NA,"N"
"UTRH01603","PECAN VALLEY #15","NON-POTW",-113.4031,37.1434,"Virgin River-2","UT15010008-004_00","Virgin River and tributaries from Santa Clara River confluence to Quail Creek diversion, excluding Quail, Ash, and La Verkin Creeks","River/Stream","N"
"UTRH01494","PECK","NON-POTW",-111.8708,40.4419,NA,NA,NA,NA,"N"
"UTRH02493","PEDERSEN RESIDENCE","NON-POTW",-111.6506,40.2859,NA,NA,NA,NA,"N"
"UTRH01063","PELICAN COVE LOT#21","NON-POTW",-112.3019,39.2323,NA,NA,NA,NA,"N"
"UTRC02160","PELICAN HILLS PHASE 4","NON-POTW",-113.6178,37.0945,NA,NA,NA,NA,"N"
"UTRC00688","PELICAN POINT LOT 36","NON-POTW",-111.8716,40.3983,NA,NA,NA,NA,"N"
"UTR391233","PEMBERTON NEW HOME","NON-POTW",-111.2901,40.70718,"Beaver Creek-1","UT16020101-029_00","Beaver Creek and tributaries from confluence with Weber River to Kamas","River/Stream","N"
"UTRH01111","PENDELY 2","NON-POTW",-112.0647,40.4958,"Butterfield Creek","UT16020204-024_02","Butterfield Creek and tributaries from confluence with Jordan River to headwaters","River/Stream","N"
"UTRC01700","PENDLETON GROVE","NON-POTW",-112.09182,40.70524,NA,NA,NA,NA,"N"
"UTRH02703","PENDLETON RESIDENCE","NON-POTW",-113.6422,37.1282,NA,NA,NA,NA,"N"
