"UID","OrganizationIdentifier","OrganizationFormalName","ProviderName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","IR_FLAG","IR_COMMENT","IR_MLID","MLID_Count","Lat_Count","Long_Count","sites100m_count","LatitudeMeasure","LongitudeMeasure","IR_Lat","IR_Long","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ValidationType"
1703,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950650","SANTA CLARA R BL PINE VALLEY RES","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.38331539,-113.4824595,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1704,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950743","South Ash Creek at USFS boundary","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4950743",1,1,1,0,37.3437748,-113.3014838,37.3437748,-113.3014838,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1705,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950755","Main Canyon below confluence with Dam Canyon","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4950755",1,1,1,0,37.46735623,-113.3394813,37.46735623,-113.3394813,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1706,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950800","La Verkin Ck at Lee Pass Trail","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4950800",1,1,1,0,37.40720292,-113.1757762,37.40720292,-113.1757762,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1707,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950850","VIRGIN R 1 MI E OF VIRGIN","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.20376288,-113.1800825,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1708,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4950920","North Ck at Planned Gage in Park","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.26168965,-113.1071867,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1709,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951150","ORDERVILLE GULCH 1 MILE BL CTY RD","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951150",1,1,1,0,37.33909445,-112.8428834,37.33909445,-112.8428834,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1710,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951155","Orderville Gulch at County Rd Xing","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951155",1,1,1,0,37.34691872,-112.8241996,37.34691872,-112.8241996,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1711,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951200","VIRGIN R BL ZION NARROWS","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.28481633,-112.9488607,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,53,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1712,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951260","North Fk Virgin R at North Fork Rd","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951260",1,1,1,0,37.39025855,-112.825498,37.39025855,-112.825498,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1713,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951265","N FK VIRGIN R AT WSA BNDRY","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,37.37098366,-112.8827694,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1714,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951266","N FK VIRGIN R AB CNFL/ BAPTISM RIVER","River/Stream","Blind Duplicate of 4951265","REJECT","QAQC-Duplicate","REJECT",NA,NA,NA,NA,37.37098366,-112.8827694,NA,NA,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1715,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951268","N FK VIRGIN RIVER AT ROAD END 1 MILE ABOVE WSA BNDRY","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951268",1,1,1,0,37.37248616,-112.8732872,37.37248616,-112.8732872,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1716,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951421","East Fk Virgin R bl Mineral Gulch","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951421",1,1,1,0,37.17337348,-112.8008817,37.17337348,-112.8008817,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1717,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951550","E FK VIRGIN R AT US89 S MT CARMEL JCT","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951550",1,1,1,0,37.22248429,-112.6807673,37.22248429,-112.6807673,15010008,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1718,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951780","John R Canyon ab Kanab Ck","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951780",1,1,1,0,37.14773216,-112.5372065,37.14773216,-112.5372065,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1719,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951800","Tiny Canyon ab cnfl/ Kanab Creek","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.09998221,-112.5487652,NA,NA,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1720,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951810","KANAB CK AT US89 XING","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.10081632,-112.5477019,NA,NA,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1721,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951820","Hog Canyon above Kanab Ck","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951820",1,1,1,0,37.08081939,-112.5335367,37.08081939,-112.5335367,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1722,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951830","KANAB CK AT FALLS XING E OF GLENDALE","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951830",1,1,1,0,37.29109827,-112.4927049,37.29109827,-112.4927049,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1723,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951850","PARIA R AT US89 XING","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.10748627,-111.9068483,NA,NA,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1724,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951855","Sheep Ck bl Spring in Bryce Cyn NP","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,37.57136796,-112.2010297,NA,NA,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1725,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951857","Yellow Ck bl Spring in Bryce Cyn NP","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,2,37.57442381,-112.141027,NA,NA,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1726,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951870","PARIA R AT U12 XING","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951870",1,1,1,0,37.56748773,-112.0512984,37.56748773,-112.0512984,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1727,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951890","HENRIEVILLE WASH 3 MI E OF CANNONVILLE","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951890",1,1,1,0,37.55748808,-111.9924096,37.55748808,-111.9924096,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1728,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951915","MOSSY CAVE SPRING NW OF TROPIC","Spring",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951915",1,1,1,0,37.66456283,-112.1156142,37.66456283,-112.1156142,14070007,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1729,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4951940","Kanab Ck at County Rd Xing BL Alton","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4951940",1,1,1,0,37.41938976,-112.4675622,37.41938976,-112.4675622,15010003,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,25,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1733,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952940","SAN JUAN R AB LAKE POWELL","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.294158,-110.4067982,NA,NA,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1734,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4952942","San Juan River at Clay Hills boat ramp","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.293008,-110.399621,NA,NA,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1735,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953000","SAN JUAN R AT MEXICAN HAT US163 XING","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953000",1,1,1,0,37.14694803,-109.853672,37.14694803,-109.853672,14080205,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1736,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953020","Chinle Creek above confluence with San Juan River","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.1998,-109.7141,NA,NA,14080204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1737,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953173","FISH CK 1 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953173",1,1,1,0,37.38875344,-109.68963,37.38875344,-109.68963,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1738,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953176","FISH CK 3 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953176",1,1,1,0,37.40264185,-109.7249883,37.40264185,-109.7249883,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1739,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953190","ARCH CK AT MOUTH","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953190",1,1,1,0,37.54444165,-109.6651308,37.54444165,-109.6651308,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1740,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953193","ARCH CK 1 MI AB CANYON MOUTH","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953193",1,1,1,0,37.54752611,-109.6781276,37.54752611,-109.6781276,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1741,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953200","MULE CANYON AB CNFL / COMB WASH","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953200",1,1,1,0,37.49083467,-109.6581789,37.49083467,-109.6581789,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1742,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953205","N FK MULE CYN CK AB HIGHWAY","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953205",1,1,1,0,37.54435369,-109.7290305,37.54435369,-109.7290305,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1743,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953210","COMB WASH BL FISH CK","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953210",1,1,1,0,37.38416359,-109.6684634,37.38416359,-109.6684634,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1744,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953215","Mule Canyon 2 miles ab Comb Wash road xing","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953215",1,1,1,0,37.502664,-109.6783,37.502664,-109.6783,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1745,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953250","SAN JUAN R AT SAND ISLAND","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953250",1,1,1,0,37.26027863,-109.6137343,37.26027863,-109.6137343,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1746,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953253","SAN JUAN R AT SAND ISLAND (Duplicate of 4953250)","River/Stream","Duplicate of 4953250","REJECT","QAQC-Duplicate","REJECT",NA,NA,NA,NA,37.26027863,-109.6137343,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1747,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953320","COTTONWOOD CK AT U95 XING","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953320",1,1,1,0,37.5658319,-109.5826264,37.5658319,-109.5826264,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1748,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953440","RECAPTURE CK AT U262 XING","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953440",1,1,1,0,37.41944273,-109.4428931,37.41944273,-109.4428931,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1749,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953460","JOHNSON CK AB RECAPTURE RES AB DIVERSION","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953460",1,1,1,0,37.73119068,-109.5104521,37.73119068,-109.5104521,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1750,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953500","RECAPTURE CREEK BL RECAPTURE RES AND US 191","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953500",1,1,1,0,37.65110911,-109.436288,37.65110911,-109.436288,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1751,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953510","BULLDOG CANYON CK AB RECAPTURE RES","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.67111189,-109.4481817,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1752,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953560","MONTEZUMA CK AT U163 XING","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.27208555,-109.3276942,NA,NA,14080203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1753,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953790","NORTH CK AB CNFL / SOUTH CK","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953790",1,1,1,0,37.86933077,-109.3571764,37.86933077,-109.3571764,14080203,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1754,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953852","Gold King Equipment Blank","River/Stream","Equipment Blank","REJECT",NA,"REJECT",NA,NA,NA,NA,40.77413,-111.9478892,NA,NA,16020204,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,35,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1755,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953880","MC ELMO CK AT HIWAY U262 XING","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.2180484,-109.1901114,NA,NA,14080202,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1756,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953942","Birch Ck bl cnfl/ Cherry Ck","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953942",1,1,1,0,37.768501,-111.781145,37.768501,-111.781145,14070005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1757,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953945","Water Canyon above confluence with Birch Creek (Main Canyon)","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953945",1,1,1,0,37.80183798,-111.8114952,37.80183798,-111.8114952,14070005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1758,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953947","Hall Creek 0.1 mile above USFS Road FH17 crossing","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953947",1,1,1,0,37.81838694,-111.8332748,37.81838694,-111.8332748,14070005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1759,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953978","Birch Creek AB CNFL w/ North Creek","River/Stream",NA,"ACCEPT",NA,"UTAHDWQ_WQX-4953978",1,1,1,0,37.76339856,-111.6896294,37.76339856,-111.6896294,14070005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1760,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953980","UPPER VALLEY CREEK AB CNFL/ NORTH CREEK","River/Stream",NA,"REVIEW","Manual review required","REVIEW",1,1,1,1,37.76471407,-111.6835107,NA,NA,14070005,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,17,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
1761,"UTAHDWQ_WQX","Utah Department Of Environmental Quality","STORET","UTAHDWQ_WQX-4953990","San Juan River at U262 xing Phillips Camp Road xing","River/Stream",NA,"REJECT",NA,"REJECT",NA,NA,NA,NA,37.258157,-109.310293,NA,NA,14080201,NA,NA,NA,NA,NA,NA,NA,"GPS-Unspecified","WGS84",NA,NA,NA,NA,NA,NA,"US",49,37,NA,NA,NA,NA,NA,NA,NA,NA,"AUTO"
